10000
0,1372651210
1,1372651217
2,1372651249
2,1372651249
3,1372651256
4,1372651261
5,1372651283
6,1372651290
7,1372651358
8,1372651397
9,1372651403
8,1372651417
10,1372651429
11,1372651430
12,1372651468
2,1372651549
2,1372651549
13,1372651568
14,1372651600
12,1372651604
15,1372651607
16,1372651665
16,1372651671
17,1372651726
18,1372651728
19,1372651740
19,1372651740
19,1372651740
19,1372651740
19,1372651740
19,1372651740
19,1372651740
19,1372651740
19,1372651741
19,1372651741
19,1372651741
20,1372651751
20,1372651751
20,1372651751
20,1372651751
21,1372651771
22,1372651802
22,1372651802
22,1372651802
22,1372651802
2,1372651849
23,1372651866
24,1372651875
25,1372651967
26,1372652008
26,1372652008
26,1372652008
26,1372652008
27,1372652010
28,1372652090
0,1372652108
0,1372652109
29,1372652110
29,1372652111
0,1372652111
14,1372652116
29,1372652117
29,1372652122
2,1372652150
30,1372652161
31,1372652161
32,1372652172
33,1372652206
34,1372652234
14,1372652251
14,1372652251
14,1372652251
35,1372652264
34,1372652264
19,1372652339
36,1372652339
31,1372652400
31,1372652400
31,1372652400
31,1372652400
31,1372652401
31,1372652401
31,1372652401
31,1372652401
31,1372652402
31,1372652402
31,1372652402
31,1372652402
31,1372652402
31,1372652403
31,1372652403
31,1372652403
31,1372652403
31,1372652403
31,1372652403
31,1372652403
31,1372652403
31,1372652403
31,1372652403
31,1372652404
31,1372652405
31,1372652405
31,1372652405
31,1372652405
31,1372652405
31,1372652405
31,1372652406
31,1372652406
31,1372652406
31,1372652406
31,1372652406
31,1372652406
31,1372652407
31,1372652407
31,1372652407
31,1372652407
31,1372652407
2,1372652449
37,1372652496
14,1372652507
38,1372652570
3,1372652589
19,1372652627
39,1372652646
40,1372652702
41,1372652732
41,1372652732
23,1372652766
24,1372652775
6,1372652790
42,1372652843
20,1372652938
20,1372652951
20,1372652951
43,1372653028
44,1372653034
44,1372653034
31,1372653060
30,1372653060
30,1372653061
30,1372653061
41,1372653061
41,1372653061
41,1372653061
30,1372653062
30,1372653062
34,1372653118
28,1372653118
35,1372653118
45,1372653145
46,1372653191
36,1372653239
31,1372653300
31,1372653300
31,1372653300
31,1372653300
31,1372653300
31,1372653300
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653301
31,1372653302
31,1372653302
31,1372653302
47,1372653311
37,1372653396
12,1372653425
14,1372653425
48,1372653492
38,1372653560
35,1372653595
36,1372653595
2,1372653649
49,1372653657
